,Date,NIFTY,SBI,CRUDE,VIX,USDINR,NIFTY_return_1d,NIFTY_return_7d,NIFTY_return_30d,NIFTY_MA_50,NIFTY_MA_200,RSI,VIX_lag1,VIX_lag7,CRUDE_lag7,TARGET
2114,2017-03-01,8945.7998046875,248.5009002685547,53.83000183105469,13.579999923706056,66.7051010131836,0.007455313102474381,0.01911594949732276,0.064064087551442,8481.670966796875,8408.534995117188,69.37772925764193,13.789999961853027,13.729999542236328,53.36000061035156,1
2115,2017-03-02,8899.75,244.43161010742188,52.61000061035156,13.359999656677246,66.85800170898438,-0.0051476453411544165,0.00884747871266045,0.05944995313857615,8496.016962890624,8413.797495117187,62.984328038201014,13.579999923706056,13.43000030517578,53.400001525878906,1
2116,2017-03-03,8897.5498046875,242.3741149902344,53.33000183105469,13.350000381469728,66.84510040283203,-0.0002472199008398679,-0.001156261627571764,0.059484377790843146,8510.89595703125,8419.036245117188,62.00741255410318,13.359999656677246,13.529999732971191,54.060001373291016,1
2117,2017-03-06,8963.4501953125,246.7634429931641,53.20000076293945,13.640000343322754,66.77300262451172,0.00740657732427441,0.0040943444071455115,0.06492220450427699,8527.37595703125,8424.823996582032,65.53302882366177,13.350000381469728,13.699999809265137,53.59000015258789,1
2118,2017-03-07,8946.900390625,244.88882446289065,53.13999938964844,13.880000114440918,66.66470336914062,-0.0018463654426456033,0.0008278304854858476,0.06067513188358453,8544.226962890625,8430.823498535156,62.84994435568483,13.640000343322754,13.399999618530272,54.45000076293945,1
2119,2017-03-08,8924.2998046875,246.8091735839844,50.27999877929688,14.079999923706056,66.61620330810547,-0.0025260799775062015,0.0031022299019969335,0.06886167452695013,8561.0649609375,8436.912248535156,61.74793667127888,13.880000114440918,13.68000030517578,54.04999923706055,1
2120,2017-03-09,8927.0,249.8726043701172,49.27999877929688,14.390000343322754,66.76499938964844,0.0003025666294942386,0.0053381225179292,0.06381457427158432,8578.37896484375,8442.869748535157,70.3561328310015,14.079999923706056,13.789999961853027,54.0099983215332,1
2121,2017-03-10,8934.5498046875,248.7752227783203,48.4900016784668,13.960000038146973,66.68049621582031,0.0008457269729471584,-0.0012575734138500216,0.054124685642798154,8597.487958984375,8448.87524658203,67.35003106201796,14.390000343322754,13.579999923706056,53.83000183105469,1
2122,2017-03-14,9087.0,251.1528167724609,47.720001220703125,12.399999618530272,66.17009735107422,0.017062996865551794,0.021039916851596896,0.05629013978088393,8619.512958984375,8454.979997558594,73.69165537317363,13.960000038146973,13.359999656677246,52.61000061035156,1
2123,2017-03-15,9084.7998046875,253.62185668945312,48.86000061035156,12.420000076293944,65.77510070800781,-0.0002421255983823256,0.021045119623983588,0.051329356827716,8640.551953125,8460.964997558594,68.58907412156964,12.399999618530272,13.350000381469728,53.33000183105469,1
